Tipo de operación,Producto y/o Servicio ,Subproducto,Causa ,Código de Producto ,Código de Causa ,CONSULTA ,RECLAMACIÓN ,ACLARACIÓN 
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Cuenta Corriente (CSG) ,Inconformidad con la aplicación de los programas de apoyo ,'025711111178 ,'0368 ,,SI ,
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Cuenta Corriente (CSG) ,Inconformidad con el cobro de comisiones y/o gastos de investigación ,'025711111178 ,'0413 ,,SI ,SI 
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Cuenta Corriente (CSG) ,Inconformidad con el saldo del crédito o del monto de las amortizaciones ,'025711111178 ,'0577 ,,SI ,SI 
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Cuenta Corriente (CSG) ,Inconformidad con el monto de los gastos de apertura del crédito ,'025711111178 ,'0582 ,,SI ,SI 
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Cuenta Corriente (CSG) ,Crédito aprobado sin la entrega de recursos ,'025711111178 ,'0583 ,,SI ,
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Cuenta Corriente (CSG) ,Negociación de créditos (Orientación) ,'025711111178 ,'0666 ,SI ,,
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Cuenta Corriente (CSG) ,Consulta de saldos y movimientos no atendida ,'025711111178 ,'0712 ,,SI ,
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Cuenta Corriente (CSG) ,Actualización de historial crediticio no realizada ,'025711111178 ,'0730 ,,SI ,
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Cuenta Corriente (CSG) ,Beneficios no aplicados al crédito ,'025711111178 ,'0732 ,,SI ,
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Cuenta Corriente (CSG) ,No entrega de acuse de recepción de la aclaración ,'025711111178 ,'0770 ,,SI ,
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Cuenta Corriente (CSG) ,Crédito no reconocido en el historial crediticio ,'025711111178 ,'0835 ,,SI ,
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Cuenta Corriente (CSG) ,Cobro de comisión por pago efectuado no aplicado ,'025711111178 ,'0840 ,,SI ,SI 
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Cuenta Corriente (CSG) ,Cobro no reconocido de intereses ordinarios y/o moratorios ,'025711111178 ,'0841 ,,SI ,SI 
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Cuenta Corriente (CSG) ,Convenio/reestructura de pago no respetado por la Institución ,'025711111178 ,'0842 ,,SI ,
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Cuenta Corriente (CSG) ,Eliminación de historial crediticio no realizada ,'025711111178 ,'0844 ,,SI ,
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Cuenta Corriente (CSG) ,Inconformidad con el cobro de comisión no reconocida o no pactada en el contrato ,'025711111178 ,'0849 ,,SI ,
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Cuenta Corriente (CSG) ,Inconformidad con el cobro de comisión por cancelación del crédito ,'025711111178 ,'0850 ,,SI ,SI 
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Cuenta Corriente (CSG) ,Inconformidad con el cobro de comisión por pago anticipado no pactada en el contrato ,'025711111178 ,'0851 ,,SI ,SI 
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Cuenta Corriente (CSG) ,Inconformidad con el cobro de intereses moratorios y accesorios durante el proceso de aclaración ,'025711111178 ,'0853 ,,SI ,
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Cuenta Corriente (CSG) ,Inconformidad con el cobro de intereses no pactados en el contrato ,'025711111178 ,'0854 ,,SI ,
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Cuenta Corriente (CSG) ,"La Institución no entrega la carta liberación de adeudos y/o carta finiquito, factura, garantía, gravamen, 1er testimonio ",'025711111178 ,'0858 ,,SI ,
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Cuenta Corriente (CSG) ,"Crédito otorgado sin ser solicitado ni autorizado por el Usuario, cliente y/o socio ",'025711111178 ,'0913 ,,SI ,
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Cuenta Corriente (CSG) ,"El Usuario, cliente y/o socio no recibió el estado de cuenta con la leyenda de liquidación ",'025711111178 ,'0939 ,,SI ,
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Cuenta Corriente (CSG) ,Inconformidad con el cobro de comisión y accesorios por cancelación de crédito en términos de lo dispuesto en el contrato ,'025711111178 ,'0963 ,,SI ,SI 
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Cuenta Corriente (CSG) ,"Inconformidad con el cobro de productos o servicios no contratados por el Usuario, cliente y/o socio ",'025711111178 ,'0967 ,,SI ,
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Cuenta Corriente (CSG) ,Inconformidad con la aclaración de los términos del contrato ,'025711111178 ,'1005 ,,SI ,
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Cuenta Corriente (CSG) ,Inconformidad con la no aceptación de pago con otro medio diferente al efectivo ,'025711111178 ,'1011 ,,SI ,
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Cuenta Corriente (CSG) ,Incumplimiento con los términos del contrato ,'025711111178 ,'1042 ,,SI ,
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Cuenta Corriente (CSG) ,"Modificación de comisiones sin aviso previo al Usuario, cliente y/o socio ",'025711111178 ,'1058 ,,SI ,
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Cuenta Corriente (CSG) ,"Modificación de tasa contractual sin aviso previo al Usuario, cliente y/o socio ",'025711111178 ,'1060 ,,SI ,
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Cuenta Corriente (CSG) ,Negativa a cumplir con la conclusión anticipada establecida en el contrato ,'025711111178 ,'1064 ,,SI ,
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Cuenta Corriente (CSG) ,Orientación sobre el funcionamiento de productos y servicios financieros ,'025711111178 ,'1079 ,SI ,,
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Cuenta Corriente (CSG) ,Pago o depósito no aplicado total o parcialmente al producto o servicio ,'025711111178 ,'1081 ,,SI ,SI 
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Cuenta Corriente (CSG) ,Información sobre la actualización de historial crediticio ,'025711111178 ,'1200 ,SI ,,
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Cuenta Corriente (CSG) ,Solicitud de estados de cuenta ,'025711111178 ,'1207 ,SI ,,
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Cuenta Corriente (CSG) ,Información del cobro de intereses ordinarios y/o moratorios ,'025711111178 ,'1211 ,SI ,,
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Cuenta Corriente (CSG) ,"Información para la entrega de la carta liberación de adeudos y/o carta finiquito, factura, garantía, gravamen, 1er testimonio ",'025711111178 ,'1221 ,SI ,,
Operaciones Activas ,Créditos y préstamos de habilitación y avío ,Crédito Simple (CPHA) ,Solicitud de estados de cuenta no atendida ,'025711121179 ,'0188 ,,SI ,
Operaciones Activas ,Créditos y préstamos de habilitación y avío ,Crédito Simple (CPHA) ,Inconformidad con el cobro y/o con la prima del seguro ,'025711121179 ,'0411 ,,SI ,SI 
Operaciones Activas ,Créditos y préstamos de habilitación y avío ,Crédito Simple (CPHA) ,Inconformidad con el cobro de comisiones y/o gastos de investigación ,'025711121179 ,'0413 ,,SI ,SI 
Operaciones Activas ,Créditos y préstamos de habilitación y avío ,Crédito Simple (CPHA) ,Inconformidad con el saldo del crédito o del monto de las amortizaciones ,'025711121179 ,'0577 ,,SI ,SI 
Operaciones Activas ,Créditos y préstamos de habilitación y avío ,Crédito Simple (CPHA) ,Inconformidad con el monto de los gastos de apertura del crédito ,'025711121179 ,'0582 ,,SI ,SI 
Operaciones Activas ,Créditos y préstamos de habilitación y avío ,Crédito Simple (CPHA) ,Crédito aprobado sin la entrega de recursos ,'025711121179 ,'0583 ,,SI ,
Operaciones Activas ,Créditos y préstamos de habilitación y avío ,Crédito Simple (CPHA) ,Negociación de créditos (Orientación) ,'025711121179 ,'0666 ,SI ,,
Operaciones Activas ,Créditos y préstamos de habilitación y avío ,Crédito Simple (CPHA) ,Consulta de saldos y movimientos no atendida ,'025711121179 ,'0712 ,,SI ,
Operaciones Activas ,Créditos y préstamos de habilitación y avío ,Crédito Simple (CPHA) ,Actualización de historial crediticio no realizada ,'025711121179 ,'0730 ,,SI ,
Operaciones Activas ,Créditos y préstamos de habilitación y avío ,Crédito Simple (CPHA) ,Beneficios no aplicados al crédito ,'025711121179 ,'0732 ,,SI ,
Operaciones Activas ,Créditos y préstamos de habilitación y avío ,Crédito Simple (CPHA) ,Inconformidad con el monto de las primas devengadas del seguro vinculado ,'025711121179 ,'0751 ,,SI ,SI 
Operaciones Activas ,Créditos y préstamos de habilitación y avío ,Crédito Simple (CPHA) ,Otorgamiento de crédito a menores ,'025711121179 ,'0761 ,,SI ,
Operaciones Activas ,Créditos y préstamos de habilitación y avío ,Crédito Simple (CPHA) ,No entrega de acuse de recepción de la aclaración ,'025711121179 ,'0770 ,,SI ,
Operaciones Activas ,Créditos y préstamos de habilitación y avío ,Crédito Simple (CPHA) ,Crédito no reconocido en el historial crediticio ,'025711121179 ,'0835 ,,SI ,
Operaciones Activas ,Créditos y préstamos de habilitación y avío ,Crédito Simple (CPHA) ,Cobro de comisión por pago efectuado no aplicado ,'025711121179 ,'0840 ,,SI ,SI 
Operaciones Activas ,Créditos y préstamos de habilitación y avío ,Crédito Simple (CPHA) ,Cobro no reconocido de intereses ordinarios y/o moratorios ,'025711121179 ,'0841 ,,SI ,SI 
Operaciones Activas ,Créditos y préstamos de habilitación y avío ,Crédito Simple (CPHA) ,Convenio/reestructura de pago no respetado por la Institución ,'025711121179 ,'0842 ,,SI ,
Operaciones Activas ,Créditos y préstamos de habilitación y avío ,Crédito Simple (CPHA) ,Eliminación de historial crediticio no realizada ,'025711121179 ,'0844 ,,SI ,
Operaciones Activas ,Créditos y préstamos de habilitación y avío ,Crédito Simple (CPHA) ,Inconformidad con el cobro de comisión no reconocida o no pactada en el contrato ,'025711121179 ,'0849 ,,SI ,
Operaciones Activas ,Créditos y préstamos de habilitación y avío ,Crédito Simple (CPHA) ,Inconformidad con el cobro de comisión por cancelación del crédito ,'025711121179 ,'0850 ,,SI ,SI 
Operaciones Activas ,Créditos y préstamos de habilitación y avío ,Crédito Simple (CPHA) ,Inconformidad con el cobro de comisión por pago anticipado no pactada en el contrato ,'025711121179 ,'0851 ,,SI ,SI 
Operaciones Activas ,Créditos y préstamos de habilitación y avío ,Crédito Simple (CPHA) ,Inconformidad con el cobro de intereses moratorios y accesorios durante el proceso de aclaración ,'025711121179 ,'0853 ,,SI ,
Operaciones Activas ,Créditos y préstamos de habilitación y avío ,Crédito Simple (CPHA) ,Inconformidad con el cobro de intereses no pactados en el contrato ,'025711121179 ,'0854 ,,SI ,
Operaciones Activas ,Créditos y préstamos de habilitación y avío ,Crédito Simple (CPHA) ,Inconformidad por cambio de Aseguradora ,'025711121179 ,'0857 ,,SI ,
Operaciones Activas ,Créditos y préstamos de habilitación y avío ,Crédito Simple (CPHA) ,"La Institución no entrega la carta liberación de adeudos y/o carta finiquito, factura, garantía, gravamen, 1er testimonio ",'025711121179 ,'0858 ,,SI ,
Operaciones Activas ,Créditos y préstamos de habilitación y avío ,Crédito Simple (CPHA) ,"Crédito otorgado sin ser solicitado ni autorizado por el Usuario, cliente y/o socio ",'025711121179 ,'0913 ,,SI ,
Operaciones Activas ,Créditos y préstamos de habilitación y avío ,Crédito Simple (CPHA) ,"El Usuario, cliente y/o socio no recibió el estado de cuenta con la leyenda de liquidación ",'025711121179 ,'0939 ,,SI ,
Operaciones Activas ,Créditos y préstamos de habilitación y avío ,Crédito Simple (CPHA) ,Inconformidad con el cobro de comisión posterior a la cancelación ,'025711121179 ,'0962 ,,SI ,
Operaciones Activas ,Créditos y préstamos de habilitación y avío ,Crédito Simple (CPHA) ,Inconformidad con el cobro de comisión y accesorios por cancelación de crédito en términos de lo dispuesto en el contrato ,'025711121179 ,'0963 ,,SI ,SI 
Operaciones Activas ,Créditos y préstamos de habilitación y avío ,Crédito Simple (CPHA) ,"Inconformidad con el cobro de productos o servicios no contratados por el Usuario, cliente y/o socio ",'025711121179 ,'0967 ,,SI ,
Operaciones Activas ,Créditos y préstamos de habilitación y avío ,Crédito Simple (CPHA) ,"Inconformidad con el cobro de remanentes a favor del Usuario, cliente y/o socio ",'025711121179 ,'0969 ,,SI ,SI 
Operaciones Activas ,Créditos y préstamos de habilitación y avío ,Crédito Simple (CPHA) ,Inconformidad con el cobro de varias comisiones por el mismo concepto/operación ,'025711121179 ,'0970 ,,SI ,SI 
Operaciones Activas ,Créditos y préstamos de habilitación y avío ,Crédito Simple (CPHA) ,Inconformidad con la aclaración de los términos del contrato ,'025711121179 ,'1005 ,,SI ,
Operaciones Activas ,Créditos y préstamos de habilitación y avío ,Crédito Simple (CPHA) ,Inconformidad con la no aceptación de pago con otro medio diferente al efectivo ,'025711121179 ,'1011 ,,SI ,
Operaciones Activas ,Créditos y préstamos de habilitación y avío ,Crédito Simple (CPHA) ,Incumplimiento con los términos del contrato ,'025711121179 ,'1042 ,,SI ,
Operaciones Activas ,Créditos y préstamos de habilitación y avío ,Crédito Simple (CPHA) ,"Modificación de comisiones sin aviso previo al Usuario, cliente y/o socio ",'025711121179 ,'1058 ,,SI ,
Operaciones Activas ,Créditos y préstamos de habilitación y avío ,Crédito Simple (CPHA) ,"Modificación de tasa contractual sin aviso previo al Usuario, cliente y/o socio ",'025711121179 ,'1060 ,,SI ,
Operaciones Activas ,Créditos y préstamos de habilitación y avío ,Crédito Simple (CPHA) ,No entrega de tabla de amortización al momento de formalizar el contrato ,'025711121179 ,'1074 ,,SI ,
Operaciones Activas ,Créditos y préstamos de habilitación y avío ,Crédito Simple (CPHA) ,"No envío de estados de cuenta al domicilio del Usuario, cliente y/o socio ",'025711121179 ,'1075 ,,SI ,
Operaciones Activas ,Créditos y préstamos de habilitación y avío ,Crédito Simple (CPHA) ,Orientación sobre el funcionamiento de productos y servicios financieros ,'025711121179 ,'1079 ,SI ,,
Operaciones Activas ,Créditos y préstamos de habilitación y avío ,Crédito Simple (CPHA) ,Pago o depósito no aplicado total o parcialmente al producto o servicio ,'025711121179 ,'1081 ,,SI ,SI 
Operaciones Activas ,Créditos y préstamos de habilitación y avío ,Crédito Simple (CPHA) ,"Promociones, meses sin intereses, sorteos o premios no entregados o aplicados al Usuario, cliente y/o socio ",'025711121179 ,'1086 ,,SI ,SI 
Operaciones Activas ,Créditos y préstamos de habilitación y avío ,Crédito Simple (CPHA) ,Solicitud de cancelación de producto o servicio no atendida y/o no aplicada ,'025711121179 ,'1101 ,,SI ,
Operaciones Activas ,Créditos y préstamos de habilitación y avío ,Crédito Simple (CPHA) ,Información sobre la actualización de historial crediticio ,'025711121179 ,'1200 ,SI ,,
Operaciones Activas ,Créditos y préstamos de habilitación y avío ,Crédito Simple (CPHA) ,Solicitud de estados de cuenta ,'025711121179 ,'1207 ,SI ,,
Operaciones Activas ,Créditos y préstamos de habilitación y avío ,Crédito Simple (CPHA) ,Información del cobro de intereses ordinarios y/o moratorios ,'025711121179 ,'1211 ,SI ,,
Operaciones Activas ,Créditos y préstamos de habilitación y avío ,Crédito Simple (CPHA) ,Información del cobro y/o con la prima del seguro ,'025711121179 ,'1213 ,SI ,,
Operaciones Activas ,Créditos y préstamos de habilitación y avío ,Crédito Simple (CPHA) ,Información para la cancelación de producto o servicio ,'025711121179 ,'1217 ,SI ,,
Operaciones Activas ,Créditos y préstamos de habilitación y avío ,Crédito Simple (CPHA) ,"Información para la entrega de la carta liberación de adeudos y/o carta finiquito, factura, garantía, gravamen, 1er testimonio ",'025711121179 ,'1221 ,SI ,,
Operaciones Activas ,Créditos y préstamos refaccionarios ,Crédito Simple (CPR) ,Solicitud de estados de cuenta no atendida ,'025711131180 ,'0188 ,,SI ,
Operaciones Activas ,Créditos y préstamos refaccionarios ,Crédito Simple (CPR) ,Inconformidad con el cobro y/o con la prima del seguro ,'025711131180 ,'0411 ,,SI ,SI 
Operaciones Activas ,Créditos y préstamos refaccionarios ,Crédito Simple (CPR) ,Inconformidad con el cobro de comisiones y/o gastos de investigación ,'025711131180 ,'0413 ,,SI ,SI 
Operaciones Activas ,Créditos y préstamos refaccionarios ,Crédito Simple (CPR) ,Inconformidad con el saldo del crédito o del monto de las amortizaciones ,'025711131180 ,'0577 ,,SI ,SI 
Operaciones Activas ,Créditos y préstamos refaccionarios ,Crédito Simple (CPR) ,Inconformidad con el monto de los gastos de apertura del crédito ,'025711131180 ,'0582 ,,SI ,SI 
Operaciones Activas ,Créditos y préstamos refaccionarios ,Crédito Simple (CPR) ,Crédito aprobado sin la entrega de recursos ,'025711131180 ,'0583 ,,SI ,
